English,French,eng_len,fr_len
It should continue along this path.,Elle devrait poursuivre dans cette voie.,5,5
"We are all aware of the enormous expectations of our people with regard to freedom, security and justice, particularly social justice.","Nous connaissons tous aujourd'hui les immenses attentes de nos concitoyens en matière de liberté, de sécurité et de justice, notamment sociale.",20,20
"Supporting only the competitiveness of companies will never be able to compensate for the envisaged cohesion between economic and social development, simply because there is no basis for a self-supporting upturn in these Objective 1 Regions.",Le seul soutien de la compétitivité des entreprises ne peut jamais compenser la cohésion envisagée entre le développement économique et social car les bases d'un développement autonome font tout simplement défaut dans les régions de l'objectif 1.,35,36
"I would point out that there is no European legal system, but that a different legal system exists in each Member State.","Je fais noter qu'il n'existe pas de justice européenne, mais une justice différente pour chacun des États membres.",21,17
I believe that the Irish Government and the European Commission and different EU governments cannot alone decide on specific spending priorities.,"Je pense que le gouvernement irlandais, la Commission européenne et divers gouvernements de l'EU ne peuvent décider seuls des priorités de dépenses spécifiques.",20,22
"The refusal of the European Parliament to grant discharge and the definitive refusal for the 1996 budget; the motion of censure tabled in this House a year ago for differing reasons; and the first report of the Committee of Independent Experts on the reform of the Commission which led to the mass resignation of the Commission itself, are now part of European folklore.","Le refus du Parlement d'octroyer la décharge et le refus définitif du budget 1996, la motion de censure présentée au Parlement l'année dernière pour différentes raisons et le premier rapport du comité d'experts indépendants sur la réforme de la Commission qui a suscité la démission en bloc de la Commission elle-même, font à présent partie du folklore européen.",62,57
"Having said this, the EU' s responsibility, which is both yours and ours, is to try and move beyond the provisional nature of Resolution 1244 and devise a future scenario for the whole region.","Ceci dit, je pense que la responsabilité de l'Union, c'est-à-dire la vôtre, mais aussi la nôtre, est de commencer à travailler pour dépasser ce caractère provisoire de la résolution 1244 et d'imaginer un scénario futur pour l'ensemble de la région.",33,39
"Mr President, I thank the Commissioner for his statement.","Monsieur le Président, je remercie le commissaire pour sa déclaration.",8,9
I would therefore ask you to study the possibility of applying microcredit policies.,"C'est la raison pour laquelle, je vous prie d'examiner la possibilité d'appliquer des politiques de micro-crédits.",12,15
His behaviour towards Prime Minister Ehud Barak was plainly insulting.,Son attitude vis-à-vis du Premier ministre Ehud Barak était franchement insultante.,9,10
I have explained the position of the Commission.,J'ai expliqué la position de la Commission.,7,6
The Commission proposal accords the Commission a central role in establishing guidelines on competition policy.,La proposition de la Commission lui confère un rôle central dans la détermination des orientations de la politique de concurrence.,14,19
Both I and other MEPs utterly reject such a drastic change of system.,"En compagnie d'autres collègues, je refuse résolument un changement systémique de cette ampleur.",12,12
"Of course, we accept that amendment - it is absolutely right - and I believe that we should incorporate specific circumstances which demonstrate the climatic diversity of the European Union, which sometimes take the form of specifics and of concrete requirements for the establishment of standards and characterisations of a technical nature.","Nous acceptons bien évidemment cet amendement, qui est tout à fait justifié, et je pense qu'il faut introduire des circonstances concrètes qui témoignent de la variété climatique de l'Union européenne, qui se traduit parfois en spécificités et en exigences concrètes au moment où il s'agit d'envisager des normalisations ou caractérisations de type technique.",51,52
"Mr President, I would like to start my additional question with the Tibetan greeting, which betokens peace and happiness.","Monsieur le Président, je voudrais entamer ma question supplémentaire par le salut tibétain, porteur de tant de significations, telles que le bonheur et la paix.",18,24
"I completely understand your concerns, and I feel that there is a need for effort and a certain degree of consistency within the European Union itself on this issue.",Je comprends parfaitement les inquiétudes de M. le député et je vois bien que l'on a besoin d'un effort et d'une certaine cohérence y compris à l'intérieur de l'Union européenne en ce qui concerne cette matière.,28,35
"Mr President, Commissioner, the European Union' s regional policy has, until now, not been able to interpret, in any significant way, the existing differences in our inhabitants' incomes.","Monsieur le Président, Monsieur le Commissaire, chers collègues, la politique territoriale de la Communauté européenne n'a pas permis jusqu'à présent de traduire de manière significative les différences de revenus des habitants.",27,30
"Clearly we are awaiting this reform from the Commission, we are awaiting the proposals which the Commission is going to make to us and this Parliament will have to express its opinion on them.","Nous attendons évidemment cette réforme de la Commission, nous attendons les propositions que va nous faire la Commission et le Parlement devra se prononcer dessus.",33,24
What steps will the Commission take to prevent nuclear accidents and the proliferation of nuclear weapons in a country that wishes to join the EU but spends enormous amounts on nuclear programmes while receiving financial aid from the EU budget?,"Quelles actions la Commission compte-t-elle entreprendre pour prévenir toute catastrophe nucléaire et s'opposer à l'acquisition de l'arme nucléaire par un pays qui souhaite adhérer à l'UE et affecte des sommes considérables à des programmes nucléaires, alors même qu'il absorbe des crédits communautaires au titre de l'assistance financière ?",39,47
"Whether we are talking about beef to France or about backhanders to industry, EU Member States must not be allowed to flout the law.","Qu'il s'agisse d'exportation de buf vers la France ou de paiements en sous-main à l'industrie, on ne peut permettre aux États membres de l'UE de faire fi de la loi.",23,29
"This report, therefore, appears at a crucial time, on the eve of Mr Kinnock' s reforms.","Ce rapport paraît donc à un instant crucial, à la veille des réformes annoncées par M. Kinnock.",15,16
We will continue to raise Tibet with the Chinese authorities.,Nous continuerons à soulever la question du Tibet avec les autorités chinoises.,9,11
"It is a good feeling to be able to say that he is from our delegation and I am, I think, entitled to feel a little proud of him.",C' est une satisfaction de pouvoir dire qu' il fait partie de notre groupe et je pense même que nous pouvons être fiers de lui.,28,24
A large section of the Union' s population has strongly condemned this policy for being dangerous and anti grass-roots.,Des segments importants des peuples de l'Union dénoncent avec vigueur le caractère dangereux et antisocial de cette politique.,18,17
"It seems quite natural that given such a disaster, national and European solidarity should go to the help of the devastated regions and those people who have been worst affected.","Il paraît assez naturel que, devant un tel désastre, la solidarité nationale et européenne joue en faveur des régions sinistrées et des personnes les plus touchées.",29,25
"In particular, annexes cannot be adapted to take account of technical and industrial developments.",Il s'agit en particulier des annexes qui ne pourront être adaptées pour répondre à l'évolution technique et industrielle.,13,17
"With these forecasts of the structural policy - which I know very well - and the forecasts of LEADER and rural development, we will not promote, as we should, employment amongst women in the severely less-favoured regions.","Étant donné les prévisions de la politique structurelle ­ que je connais fort bien ­, les prévisions de Leader et de développement rural, nous ne parvenons pas à stimuler, comme il le faudrait, l'emploi des femmes dans les zones très défavorisées.",36,40
The means of doing that are set out in the reform strategy and the Commission will present its proposals for a radical recasting of the Financial Regulation in April.,Les moyens pour y parvenir sont exposés dans la stratégie de réforme et la Commission présentera ses propositions en vue d'une refonte radicale du règlement financier en avril.,28,27
"I am thinking, for example, of the idea that these guidelines are not specific enough in their recommendations.","Je pense, par exemple, à l' idée que les orientations ne sont pas suffisamment spécifiques dans leurs recommandations.",17,17
"I would also like to say that the Commission is prepared and ready to hold this debate whenever it is convenient and that we were ready to do so this week as we had agreed originally, on the basis that it would be presented the day before in a speech to parliamentary groups.","J'ajouterais, Madame la Présidente, que, du côté de la Commission, nous sommes prêts et disposés à organiser ce débat quand cela vous conviendra, que nous étions prêts à le développer cette semaine, comme cela avait été décidé au départ, en se basant sur le fait qu'il était présenté la veille dans un discours aux groupes parlementaires.",52,55
I hope my proposal will be taken into consideration in tomorrow' s vote.,J' espère que ma proposition sera prise en considération lors du vote de demain.,12,13
"We all oppose social dumping when perpetrated by fat cat industry, we must also oppose it when perpetrated by governments.","Nous nous opposons tous au dumping social lorsqu'il est perpétré par les grosses industries, nous devrions donc nous y opposer lorsqu'il est perpétré par les gouvernements.",19,25
"It indicates, however, that we acknowledge that steps are being made in the right direction.",Cela signale cependant que nous reconnaissons que des pas ont été accomplis dans la bonne direction.,14,15
We must also ask the Commission not to prevent local authorities and individual States from coming to the assistance of businesses affected by the disaster by applying Community competition rules too strictly.,"Nous devons également demander à la Commission de ne pas empêcher les collectivités locales et les États de venir en aide aux entreprises sinistrées par la catastrophe, au nom d'une application trop étroite des règles communautaires de la concurrence.",31,38
This omission must be remedied as a matter of urgency.,Il faut d'urgence porter remède à cette carence.,9,7
The Commission wholeheartedly agrees with the rapporteur that this is an unacceptable situation,La Commission est entièrement d'accord avec le rapporteur pour dire que cette situation n'est pas acceptable.,12,15
There is a reference to applicant states and that is something that we have in mind.,"Il a été fait référence aux pays candidats, chose que nous gardons à l'esprit.",15,13
"Today' s political statement on this issue was very positive indeed, and one which I welcome.","La déclaration politique d'aujourd'hui portant sur cette question est très positive, je le souligne et m'en félicite.",15,16
"We need, in short, to have and to sustain the highest possible common standards and to find ways of securing these.","En bref, nous devons mettre en place et observer les normes communes les plus élevées possible, et trouver les moyens de les sauvegarder.",20,22
"This is extremely important and everyone should feel concerned because we are, when all is said and done, on the global scale merely a peninsula.","C'est très important et tout le monde doit se sentir concerné, car nous sommes finalement une péninsule, à l'échelle du globe.",24,20
"The report also comments that in Greece there are no plans for medium to long-term measures aimed at reducing employment tax and insurance charges, or for the satisfactory use of European Social Fund resources to support employment policies, and, in addition, that there are no exact employment figures.","Le rapport signale également que la Grèce ne dispose d'aucun plan pour l'adoption, à moyen et à long terme, de mesures visant à la réduction des charges fiscales et de sécurité sociale qui pèsent sur le travail et à une utilisation satisfaisante des ressources du FSE en vue du renforcement des politiques de l'emploi ; il mentionne de plus qu'il n'existe pas de données précises sur l'emploi.",47,66
"The Erika cost no human lives but it may have ruined many human livelihoods. Just as the Sea Empress, just as the Braer did.","La catastrophe de l'Erika n'a pas coûté de vies humaines mais il se peut qu'elle ait ruiné de nombreuses existences, tout comme le Sea Empress et le Braer l'ont fait.",23,29
"Mr President, Commissioner, I should first like to congratulate Mr Koch on his reports which, though technical, are nonetheless of very great significance for safety.","Monsieur le Président, Madame la Commissaire, chers collègues, je voudrais tout d'abord féliciter notre collègue Koch pour ses rapports, qui pour être techniques, n'en sont pas moins d'une très grande importance pour la sécurité.",24,33
"Mr President, I too would like to thank the rapporteur.","Monsieur le Président, je voudrais moi aussi remercier le rapporteur.",9,9
I would like to hear what Commissioner Monti has to say about that.,Je voudrais savoir ce que le commissaire Monti en pense.,12,9
Since there is often overlap between the two legal angles and cross-border violations against the Union budget are on the increase - they are also committed by those involved in organised crime - it is unclear as to where the responsibility lies amongst the Member States.,"Étant donné qu'à l'heure actuelle, ces deux aspects juridiques se chevauchent souvent et que les atteintes au budget de l'Union augmentent sur le plan transfrontalier - et sont aussi le fait du crime organisé -, la répartition des compétences entre les États membres n'est pas claire.",45,45
"Mr President, ladies and gentlemen, I heartily congratulate the Committee on Economic and Monetary Affairs and the entire European Parliament for the great deal of interest shown in competition-related subjects.","Monsieur le Président, Mesdames et Messieurs les Députés, je remercie sincèrement la commission économique et monétaire, ainsi que le Parlement européen dans son ensemble, pour le grand intérêt affiché pour les thèmes de la concurrence.",29,34
You are unclear about this in your White Paper.,Votre Livre blanc n'est pas clair à cet égard.,8,8
"If, by chance, it were possible to agree to include the cultural dimension in what has been called the fifth negotiating box of the forthcoming Intergovernmental Conference, then this could be suggested, both by Member States, and by the Members of the European Parliament taking part in the preparatory group.","On pourrait peut-être inclure la dimension culturelle dans ce qui est défini comme la cinquième boîte de négociation de la prochaine Conférence intergouvernementale, sur suggestion des États membres ou des députés européens qui participeront au groupe préparatoire.",49,36
"The Commission report generally relativises this observation, particularly when it refers to the social and economic situation of some regions of the Union in which I have a special interest, by which I mean the French overseas departments and, more generally, the most remote regions.","Le rapport de la Commission relativise largement ce constat, notamment lorsqu' il évoque la situation socio-économique de certaines régions de l' Union qui me tiennent particulièrement à cur : je veux parler des départements français d' outre-mer et, plus généralement, des régions ultrapériphériques.",44,42
"I should like to conclude by commenting on a third matter which is also of significance, namely an amendment tabled by Member of Parliament, Mr Ari Vatanen.","Enfin, je voudrais commenter un troisième point qui me paraît également essentiel, à savoir une proposition d' amendement qui a été déposée par M. Ari Vatanen.",26,25
"Of course, the Minutes for tomorrow' s sitting will take into account any additional explanations.","Bien entendu, le procès-verbal de la réunion de demain tiendra compte de toutes les explications complémentaires.",14,15
"While this represented significant progress at the time, the lack of specific terms governing the harmonisation of examination requirements proved to be a problem.","Si, à l'époque, cela a constitué un progrès, l'absence de dispositions spécifiques relatives à l'harmonisation des conditions d'examen s'est révélée problématique.",23,20
"The question before us now is what can the Commission do to provide more practical support for his Holiness, the Dalai Lama' s, proposal for a peaceful solution to the Tibet affair?",La question est donc de savoir ce que peut faire la Commission pour soutenir plus concrètement la proposition de résolution pacifique de la question tibétaine avancée par le Dalaï-Lama ?,31,29
"Clearly though, it must be monitored, a task which falls to the European Commission.","Il est toutefois évident qu'elles doivent être contrôlées, une mission qui revient à la Commission européenne.",13,15
"In conclusion, I would ask the Commission to take these five points into account when establishing the conclusions on the four pillars because I believe that, for the European Union, maintaining the population in rural areas must be one of the priority objectives.","En conclusion, je voudrais demander à la Commission que ces cinq points soient pris en considération au moment de l'établissement ses conclusions des quatre piliers, parce que j'estime que, pour l'Union européenne, le maintien de la population dans le milieu rural doit être un des objectifs prioritaires.",42,46
I can assure you that those countries awarding flags would then take great care to avoid having to accept liability.,"Je peux vous garantir que, dès ce moment, les pays octroyant des pavillons veilleront aussi à ne pas devoir endosser la responsabilité.",19,21
"However, the Commission believes that we must go further.","Cependant, la Commission croit que nous devons aller plus loin.",8,9
"Unfortunately, the 25% often consists of flags which are expected to fulfil the requirements: in this way inspections are quicker and the work is carried out more easily.","Malheureusement, il arrive souvent que les 25 % de bateaux inspectés naviguent sous un pavillon dont on sait qu'il remplira toutes les conditions : les inspections sont ainsi plus rapides et le travail plus facile.",27,34
"It is your job to tidy up the mess left by national governments. These may well have grand visions when it comes to competition policy, but their capacity to wreak havoc seems boundless.","Il vous faut donner des coups de balai après les gouvernements nationaux dont les ambitions sont vastes dans le secteur de la politique de concurrence, mais seule l'imagination est capable de fixer des limites aux accidents que les gouvernements nationaux peuvent provoquer.",32,41
"Greece has been granted ECU 98 million. The contribution commitment is 80%, rising to an 85% contribution from the initiative for the island regions, especially the remote Greek islands, and a contribution by Greece of 15%.","La Grèce a reçu 98 millions d'écus avec obligation de contribuer à hauteur de 80 %, alors que pour les régions insulaires, et surtout pour les îles grecques décentralisées, la contribution de l'initiative atteint 85 % avec une participation correspondante de 15 %.",35,42
That way the much-trumpeted need for transparency in the use of these funds and the temptation to draw unnecessarily in the longer term on the local tax base in areas where such projects are located will be diminished and the European Parliament will show how seriously it takes the need for such reform.,"On réduira de la sorte le besoin, sur lequel on ne cesse d'insister, de transparence dans l'utilisation de ces fonds et la tentation d'utiliser inutilement, dans le long terme, l'assiette de l'impôt locale dans des zones où se situent ces projets, et le Parlement européen montrera l'importance qu'il accorde au besoin d'une telle réforme.",52,53
"Peace in the Middle East concerns us all, however.",La paix au Moyen-Orient est un sujet qui nous concerne tous.,8,10
"I think that there is a need for this, as public opinion is looking for change and, in any event, my group would like to see a clear change by the end of 2002.","Je crois que c' est une nécessité car l' opinion publique attend un changement et, dans tous les cas, mon groupe veut que, pour la fin 2002, un changement très net soit opéré.",33,32
"We also need to criticise the Commission' s practice of approving multiple aid packages for steel enterprises which in their view, do not fall within the categories of the code, even given the fact that the European Court of Justice approved this unequal treatment where certain individual decisions were concerned.","Il faut également critiquer la pratique de la Commission, qui a approuvé de multiples aides à des entreprises sidérurgiques dont elles estimaient qu'elles ne ressortissaient pas aux catégories évoquées par le code, même si la Cour de justice a approuvé cette inégalité de traitement pour certaines décisions.",49,46
"The questions answered previously referred to Mrs de Palacio' s intervention, on another occasion, and not to these comments which appeared in the ABC newspaper on 18 November.","Les questions auxquelles on a répondu précédemment se rapportaient à l'intervention de Mme de Palacio dans un dossier précis, et non aux déclarations parues dans le journal ABC du 18 novembre dernier.",27,31
"Mr President, concerning item 11 of the Minutes on the order of business, we agreed yesterday to have the Bourlanges report on today's agenda.","Monsieur le Président, en ce qui concerne le point 11 du procès-verbal de l'ordre des travaux, nous nous sommes mis d'accord hier pour inscrire le rapport Bourlanges à l'ordre du jour d'aujourd'hui.",23,31
This may explain why we experienced more difficulties than anticipated in the Committee on Budgetary Control as regards this issue.,C' est sans doute la raison pour laquelle la commission du contrôle budgétaire a dû faire face à plus de difficultés que prévu sur ce point.,19,25
It says that this should be done despite the principle of relative stability.,Il précise que cela devrait être fait malgré le principe de stabilité relative.,12,12
"Accordingly, Mr Ortuondo Larrea, the Council reiterates its opinion that without this transfer, greater account would be taken of France' s possibilities for anchovy fishing in the Bay of Biscay.","Dès lors, Monsieur le Député, le Conseil réitère son avis selon lequel sans le transfert en question, les droits de pêche de la France seraient supérieurs en ce qui concerne l'anchois dans le Golfe de Biscaye.",29,35
I would merely say that the festive issue which Mr Dimitrakopoulos has raised is an extremely important one.,Je dirais simplement que la question que vous posez est une question de la plus haute importance à l'époque des fêtes de Noël.,17,22
The CEN has been unable to complete its work in the time allotted.,Le CEN n'a pas été en mesure de mener à bien ses travaux dans le temps imparti.,12,16
"A directive on maritime safety has been in preparation for many years, but it is making very slow progress.","Une directive sur la sécurité maritime est en préparation depuis de longues années, mais elle progresse à vitesse très réduite.",18,19
"The Commission ought - and I have also amended this deadline to 31 May 2000 - to propose a legislative act on the establishment of an independent body which has institutional links with the Commission, for coordinating and supervising the legal investigative body OLAF.","La Commission devrait proposer - et, là aussi, je propose par voie d'amendement de fixer le délai au 31 mai 2000 - un acte juridique sur la création d'un organisme indépendant, lié à la Commission sur le plan institutionnel, et chargé de la coordination et du contrôle de la régularité des activités d'enquête de l'OLAF.",43,54
The internal market is the basis for our work.,Le marché intérieur est la base de notre travail.,8,8
"Secondly, the motion does not say that we want a solely European initiative.","Deuxièmement, il n'est pas dit dans la résolution que nous voulons une initiative sur une base uniquement européenne.",12,17
The fourth group is legal certainty.,"(IT) Quatrièmement, la sécurité juridique.",5,4
Mr Dimitrakopoulos has the floor for a procedural motion.,M. Dimitrakopoulos a la parole pour une motion de procédure.,8,9
"The Commission decides whether the Member States may impose certain rules of their own. In so doing, it is supported by a committee of experts on the transport of dangerous goods under the regulatory procedure.","La Commission européenne décide si les États membres peuvent édicter des dispositions spécifiques déterminées, la procédure de réglementation prévoyant qu'elle bénéficie à cette fin du soutien d'un comité d'experts en matière de transports de marchandises dangereuses.",34,35
The European Union needs rules governing environmental liability as a matter of urgency.,L'Union européenne a un besoin urgent de règles en matière de responsabilité environnementale.,12,12
"However, we must aim higher in the long-term, let there be no mistake about that.","Cependant, nous devons bien voir que l'objectif à long terme doit encore aller plus loin.",14,14
"In addition to these events, I would like to remind Parliament of some items that were approved in 1999.","Au-delà de ces événements, je voudrais rappeler au Parlement certains points approuvés en 1999.",18,13
"That wider responsibility concerns the management of the environment, food safety, foreign trade, the internal market and so many other responsibilities we have given them without the resources to deal with them.","Responsabilité en matière de gestion de l'environnement, de sécurité alimentaire, de commerce extérieur, de marché intérieur et bien d'autres responsabilités que nous avons confiées à la Commission sans lui fournir les ressources nécessaires pour qu'elle puisse les assumer.",31,37
"On the other hand, quite specific action has been called for on the subject of safety of life.","Par contre, des mesures tout à fait concrètes ont été mises sur pied en matière de sécurité.",17,16
I hope you might discuss this in your political groups so that we can have a better structured session with the Commission on such future occasions.,J'espère que vous en discuterez au sein de vos groupes politiques afin que nous puissions participer à des séances mieux structurées avec la Commission en de futures occasions.,25,27
Most SMEs have in fact less than 30% of the market share.,La plupart des PME disposent de moins de 30 % de part de marché.,11,13
Response to Second Report of Committee of Independent Experts,Suites à donner au second rapport du Comité des Experts indépendants,8,10
"Subject: Portuguese Presidency and development policy Will the President-in-Office of the Council make a statement on the priorities of the Portuguese Presidency with regard to development policy, the Convention of Lomé and tackling famine situations?","Objet: Présidence portugaise et politique de développement Le Président en exercice du Conseil voudrait­il faire une déclaration sur les priorités de la Présidence portugaise concernant la politique de développement, la Convention de Lomé et la manière d'aborder les situations de famine ?",34,41
If the Commissioner is unable to do so today then would she be prepared to inform the committee in writing of how matters stand and what stage negotiations between the CEN and the Economic Commission are at?,"Si Mme la commissaire ne peut le faire aujourd'hui, serait-elle prête à communiquer par écrit à la commission la situation actuelle et l'état des négociations entre le CEN et la commission économique ?",36,32
This then is the idea of monitoring implementation.,Voilà donc l'idée de suivi de l'application.,7,6
"Mr President, Commissioner, when we compare the frequency with which storms occur in other parts of the world with our own situation, we see that Europe gets off relatively lightly.","Monsieur le Président, Monsieur le Commissaire, mes chers collègues, en comparaison de la fréquence des tempêtes dans d'autres régions du monde, nous sommes relativement épargnés en Europe.",29,26
"If you will pardon me for saying so, Mr Kinnock, what you are proposing is a little like abolishing the police because they were unable to prevent crimes.","Sauf votre respect, Monsieur Kinnock, c' est un peu comme si on décidait de démanteler nos services de police parce que ceux-ci n' étaient pas en mesure de prévenir les crimes.",27,30
"Obstinate as I am, I also want to say that the regulations governing public access to official records must be clearly better than the draft which has been circulating on the Internet. Otherwise, we shall not get anywhere in this fight.","Je voudrais donc répéter, avec toute l' obstination dont je suis capable, que la disposition sur l' accès à l'information et à la documentation devra être nettement améliorée par rapport aux projets de texte que l' on a pu consulter sur Internet, faute de quoi ce combat ne mènera nulle part.",40,50
This disaster is both a transport and environmental one and is not confined to one area.,Ce désastre touche à la fois les transports et l'environnement et n'est pas confiné à un domaine.,15,16
"I do agree that the section on officials has, in fact, been completed totally inadequately.",Je partage l' avis selon lequel le passage qui concerne les fonctionnaires est absolument insuffisant.,14,14
I hope - and I thank Mr Monti for this - that the new rules will reflect as many aspects of economic policy as possible and that their social function will be guaranteed.,"J'espère - et je remercie ici M. Monti - que l'on donnera à la nouvelle législation une dimension qui soit la plus large possible du point de vue de la politique économique, tout en en garantissant la fonction sociale.",32,38
I would also like to consider the paradoxical situation we have with regard to emergency aid.,Je voudrais aussi m'interroger sur la situation paradoxale dans laquelle nous nous trouvons en matière d'aide d'urgence.,15,16
"Eurosceptics claim that this is a threat to sovereignty, the end of the nation-state, and so on. But the case of the suspect wanted for questioning in connection with the murders of three women in France, including British student, Isabel Peake, who was thrown off a train, shows why we need mutual recognition.","Les eurosceptiques prétendent que cette convergence est une menace pour la souveraineté, la fin de l'État-nation, etc. Cependant, le cas de ce suspect que la justice réclame pour pouvoir l'interroger au sujet du meurtre de trois femmes en France, dont une étudiante britannique, Isabel Peake, jetée d'un train, montre pourquoi nous avons besoin de cette reconnaissance mutuelle.",52,56
That of course is not specifically addressed in the White Paper except for the reference to the fact that we will be putting in place provisions - and there are already some - relating to the issue of traceability.,"Celle-ci n'est évidemment pas abordée dans le Livre blanc de manière spécifique, sauf en référence au fait que nous allons mettre en place des dispositions - certaines existent déjà - en matière de traçabilité.",38,33
"In this respect, Mr Bolkestein, the motion for a resolution cannot be separated from the issue of the Tobin tax.","De ce point de vue-là, Monsieur Bolkestein, la proposition de résolution n'isole pas la question de la taxe Tobin.",19,18
It is therefore also being requested that ISO 9002 certificates possibly include the finer details of these activities in the form of annual reports and company analyses.,"Pour cette raison, on demande que ces activités soient développées sous la forme de rapports annuels, d'analyses d'entreprises et qu'elles soient éventuellement reprises dans des certificats ISO 9002.",26,27
"The first is a tendency for the Commission to embark on very ambitious programmes, particularly in third countries, without sufficient assessment of the practicalities of implementation and proper resourcing.","La première est celle de la Commission à engager des programmes très ambitieux, notamment dans les pays tiers, sans avoir évalué suffisamment leurs modalités de mise en uvre et les ressources propres.",28,31
"I am thinking of technological research and development, infrastructure provision and quality, human resources potential, small and medium-sized businesses and direct investment from abroad.","Je pense à la recherche-développement technologique, à la dotation et à la qualité des infrastructures, au potentiel des ressources humaines, aux petites et moyennes entreprises, à l'investissement direct de l'étranger.",23,29
"We need proper information, given in a proper way and we all have to take this whole process a lot more seriously than in the past.","Il nous faut des informations appropriées, fournies de manière appropriée et nous devons tous prendre l'ensemble de ce processus bien plus au sérieux que par le passé.",25,26
I should say that the pieces of legislation that we have identified are intended to close gaps in existing legislation.,Je dirais que les actes législatifs que nous avons identifiés ont pour but de combler les lacunes dans la législation actuelle.,19,20
What is the situation now as regards efforts to include psychological criteria in this crisis area and provide the best possible support here?,Qu'en est-il à présent des efforts visant à travailler à partir de critères psychologiques dans cette région en crise et à garantir la meilleure assistance possible en la matière ?,22,29
The White Paper represents three to four months of intensive work since the new Commission was appointed last September.,Il représente trois à quatre mois de travail intensif depuis que la nouvelle Commission a été nommée au mois de septembre de l'année dernière.,18,23
"My concern is, if I have understood Mr Seixas da Costa correctly on the interesting points he made as regards transparency and the IGC, whether the Portuguese Presidency will take on the commitment to tackle the issue of widening the agenda of the Intergovernmental Conference.","Cependant, si intéressants qu'ils aient été, je me demande si je puis en déduire que la présidence portugaise prend l'engagement de s'employer activement à élargir l'ordre du jour de la CIG.",44,30
The Commission believes that major structural change is required in our system of food safety to ensure the twin objectives of assuring the highest standard of food safety and restoring consumer confidence.,La Commission estime qu'il est nécessaire d'opérer des changements structurels majeurs dans notre système de sécurité alimentaire pour faire en sorte que soit réalisé le double objectif consistant à garantir les normes les plus élevées en matière de sécurité alimentaire et à restaurer la confiance des consommateurs.,31,46
"A conference where the issues are properly debated will make it possible to straighten out misunderstandings, at the same time as perhaps improving upon certain points.","Une conférence où l' on passe en revue les différentes questions permet de dissiper les malentendus, et peut-être aussi, dans le même temps, d' obtenir des améliorations sur certains points.",25,29
"However, we are also discussing the aid report today and the general competition report for 1998, and my contribution to this joint debate relates to the latter.","Toutefois, nous discutons également aujourd'hui du rapport sur les aides d'État et du rapport général sur la politique de concurrence pour 1998, ma contribution à cette discussion commune touchant au dernier rapport.",26,31
"Though time forbids me, Mr President, from commenting in this debate on each element in the resolution before the House, I readily give the assurance that the details will be treated as an important input into our reform proposals throughout this consultation and indeed to our work in other relevant areas.","Bien que le temps m'empêche, Monsieur le Président, de commenter lors de ce débat tous les éléments de la résolution devant le Parlement, je veillerai volontiers à ce que l'on donne de l'importance aux détails dans nos propositions de réforme tout au long de la consultation et en particulier à notre travail dans d'autres domaines importants.",50,55
"Curiously, a number of employers agreed with them, preferring the European ""one-stop"" system, which they consider to be more economical and more stable legally.","Bizarrement, une partie du patronat les a rejoint, car elle préfère le système du ""guichet unique"" européen, qui lui paraît plus économique et plus stable juridiquement.",23,25
We will also need the fullest support from the Council and other key stakeholders.,Nous aurons également besoin du soutien le plus large de la part du Conseil et d'autres acteurs-clés.,13,16
"Past experience dictates that, as the elected representatives of the European taxpayer, we should, and indeed must, demand financial probity and transparency in the disbursement and auditing of this money, hence our amendments and additions relate to achieving what are known as ""value for money"" indicators in the grant-giving process.","L'expérience du passé montre que nous devrions et nous devons, en tant que députés élus des contribuables européens, exiger la probité financière et la transparence dans le versement et le contrôle des sommes allouées. Nos amendements et ajouts visent donc à établir des indicateurs de ce que l'on connaît sous l'expression ""en avoir pour son argent"" dans le processus d'octroi des crédits.",49,61
I should like to give you an example of one way in which you can meet these expectations relatively quickly in at least one small segment.,"Par un exemple, je voudrais vous montrer de quelle manière vous pouvez répondre relativement vite à ces attentes, de façon partielle tout au moins.",25,23
The virtually systematic conditions of detention and the criminalisation of asylum-seekers are no longer acceptable.,"Ainsi les conditions de détention quasi systématiques, la criminalisation du demandeur d'asile ne sont plus acceptables.",14,15
What we need to avoid doing in the future is compromising competition conditions and disturbing the balance in the markets.,"À l'avenir aussi, les altérations des conditions de concurrence et les déséquilibres sur les marchés doivent être évités.",19,17
We in Parliament strongly support the Middle East peace process.,Ce Parlement soutient fortement le processus de paix au Moyen-Orient.,9,9
Mr Purvis has the floor for a procedural motion.,La parole est à M. Purvis pour une motion de procédure.,8,10
The truth is that the single market is not yet complete.,La vérité est que le marché unique n'est pas encore achevé.,10,10
"Like the rapporteur, while I am pleased with the Commission report, nonetheless I deplore the fact that it does not cover all aspects of the aid.","Comme le rapporteur, si je me félicite du rapport de la Commission, je déplore néanmoins qu' il ne couvre pas tous les aspects des aides.",25,24
"It is therefore essential to continue to restrict state aid to research and development, environmental protection and aid granted in the event of plant closure.","Il est donc nécessaire de continuer à limiter les aides d' État aux aides à la recherche, au développement, à la protection de l' environnement et aux aides accordées en cas de fermeture d' installations.",24,34
"It will not be tolerated, and must stop immediately.",Ces persécutions ne seront pas tolérées et doivent cesser immédiatement.,8,9
Parliamentary support in pursuing that essential course for change will be absolutely vital.,"Pour poursuivre cet objectif fondamental, le soutien du Parlement sera absolument vital.",12,11
